002143,XSHE,印纪传媒
002144,XSHE,宏达高科
002145,XSHE,中核钛白
002146,XSHE,荣盛发展
002147,XSHE,方圆支承
002148,XSHE,北纬通信
002149,XSHE,西部材料
002150,XSHE,通润装备
002151,XSHE,北斗星通
002152,XSHE,广电运通
002153,XSHE,石基信息
002154,XSHE,报 喜 鸟
002155,XSHE,湖南黄金
002156,XSHE,通富微电
002157,XSHE,正邦科技
002158,XSHE,汉钟精机
002159,XSHE,三特索道
002160,XSHE,常铝股份
002161,XSHE,远 望 谷
002162,XSHE,悦心健康
002163,XSHE,中航三鑫
002164,XSHE,宁波东力
002165,XSHE,红 宝 丽
002166,XSHE,莱茵生物
002167,XSHE,东方锆业
002168,XSHE,深圳惠程
002169,XSHE,智光电气
002170,XSHE,芭田股份
002171,XSHE,楚江新材
002172,XSHE,澳洋科技
002173,XSHE,千足珍珠
002174,XSHE,游族网络
002175,XSHE,东方网络
002176,XSHE,江特电机
002177,XSHE,御银股份
002178,XSHE,延华智能
002179,XSHE,中航光电
002180,XSHE,艾派克
002181,XSHE,粤 传 媒
002182,XSHE,云海金属
002183,XSHE,怡 亚 通
002184,XSHE,海得控制
002185,XSHE,华天科技
002186,XSHE,全 聚 德
002187,XSHE,广百股份
002188,XSHE,新 嘉 联
002189,XSHE,利达光电
002190,XSHE,成飞集成
002191,XSHE,劲嘉股份
002192,XSHE,*ST融捷
002193,XSHE,山东如意
002194,XSHE,武汉凡谷
002195,XSHE,二三四五
002196,XSHE,方正电机
002197,XSHE,证通电子
002198,XSHE,嘉应制药
002199,XSHE,东晶电子
002200,XSHE,云投生态
002201,XSHE,九鼎新材
002202,XSHE,金风科技
002203,XSHE,海亮股份
002204,XSHE,大连重工
002205,XSHE,国统股份
002206,XSHE,海 利 得
002207,XSHE,准油股份
002208,XSHE,合肥城建
002209,XSHE,达 意 隆
002210,XSHE,飞马国际
002211,XSHE,宏达新材
002212,XSHE,南洋股份
002213,XSHE,特 尔 佳
002214,XSHE,大立科技
002215,XSHE,诺 普 信
002216,XSHE,三全食品
002217,XSHE,合力泰
002218,XSHE,拓日新能
002219,XSHE,恒康医疗
002220,XSHE,天宝股份
002221,XSHE,东华能源
002222,XSHE,福晶科技
002223,XSHE,鱼跃医疗
002224,XSHE,三 力 士
002225,XSHE,濮耐股份
002226,XSHE,江南化工
002227,XSHE,奥 特 迅
002228,XSHE,合兴包装
002229,XSHE,鸿博股份
002230,XSHE,科大讯飞
002231,XSHE,奥维通信
002232,XSHE,启明信息
002233,XSHE,塔牌集团
002234,XSHE,民和股份
002235,XSHE,安妮股份
002236,XSHE,大华股份
002237,XSHE,恒邦股份
002238,XSHE,天威视讯
002239,XSHE,奥特佳
002240,XSHE,威华股份
002241,XSHE,歌尔声学
002242,XSHE,九阳股份
002243,XSHE,通产丽星
002244,XSHE,滨江集团
002245,XSHE,澳洋顺昌
002246,XSHE,北化股份
002247,XSHE,帝龙新材
002248,XSHE,华东数控
002249,XSHE,大洋电机
002250,XSHE,联化科技
002251,XSHE,步 步 高
002252,XSHE,上海莱士
002253,XSHE,川大智胜
002254,XSHE,泰和新材
002255,XSHE,海陆重工
002256,XSHE,彩虹精化
002258,XSHE,利尔化学
002259,XSHE,升达林业
002260,XSHE,德奥通航
002261,XSHE,拓维信息
002262,XSHE,恩华药业
002263,XSHE,大 东 南
002264,XSHE,新 华 都
002265,XSHE,西仪股份
002266,XSHE,浙富控股
002267,XSHE,陕天然气
002268,XSHE,卫 士 通
002269,XSHE,美邦服饰
002270,XSHE,法因数控
002271,XSHE,东方雨虹
002272,XSHE,川润股份
002273,XSHE,水晶光电
002274,XSHE,华昌化工
002275,XSHE,桂林三金
002276,XSHE,万马股份
002277,XSHE,友阿股份
002278,XSHE,神开股份
002279,XSHE,久其软件
002280,XSHE,联络互动
002281,XSHE,光迅科技
002282,XSHE,博深工具
002283,XSHE,天润曲轴
002284,XSHE,亚太股份
002285,XSHE,世联行
002286,XSHE,保龄宝
002287,XSHE,奇正藏药
002288,XSHE,超华科技
002289,XSHE,宇顺电子
002290,XSHE,禾盛新材
002291,XSHE,星期六
002292,XSHE,奥飞动漫
002293,XSHE,罗莱生活
002294,XSHE,信立泰
002295,XSHE,精艺股份
002296,XSHE,辉煌科技
002297,XSHE,博云新材
002298,XSHE,中电鑫龙
002299,XSHE,圣农发展
002300,XSHE,太阳电缆
002301,XSHE,齐心集团
002302,XSHE,西部建设
002303,XSHE,美盈森
002304,XSHE,洋河股份
002305,XSHE,南国置业
002306,XSHE,*ST云网
002307,XSHE,北新路桥
002308,XSHE,威创股份
002309,XSHE,中利科技
002310,XSHE,东方园林
002311,XSHE,海大集团
002312,XSHE,三泰控股
002313,XSHE,日海通讯
002314,XSHE,南山控股
002315,XSHE,焦点科技
002316,XSHE,键桥通讯
002317,XSHE,众生药业
002318,XSHE,久立特材
002319,XSHE,乐通股份
002320,XSHE,海峡股份
002321,XSHE,华英农业
002322,XSHE,理工监测
002323,XSHE,雅百特
002324,XSHE,普利特
002325,XSHE,洪涛股份
002326,XSHE,永太科技
002327,XSHE,富安娜
002328,XSHE,新朋股份
002329,XSHE,皇氏集团
002330,XSHE,得利斯
002331,XSHE,皖通科技
002332,XSHE,仙琚制药
002333,XSHE,罗普斯金
002334,XSHE,英威腾
002335,XSHE,科华恒盛
002336,XSHE,人人乐
002337,XSHE,赛象科技
002338,XSHE,奥普光电
002339,XSHE,积成电子
002340,XSHE,格林美
002341,XSHE,新纶科技
002342,XSHE,巨力索具
002343,XSHE,禾欣股份
002344,XSHE,海宁皮城
002345,XSHE,潮宏基
