sz002269,美邦服饰,7.01
sz002270,法因数控,20.10
sz002271,东方雨虹,19.90
sz002272,川润股份,9.12
sz002273,水晶光电,38.36
sz002274,华昌化工,11.93
sz002275,桂林三金,22.85
sz002276,万马股份,32.33
sz002277,友阿股份,14.60
sz002278,神开股份,19.74
sz002279,久其软件,63.81
sz002280,联络互动,68.32
sz002281,光迅科技,60.93
sz002282,博深工具,13.49
sz002283,天润曲轴,20.68
sz002284,亚太股份,14.27
sz002285,世联行,17.51
sz002286,保龄宝,0.00
sz002287,奇正藏药,31.64
sz002288,超华科技,12.33
sz002289,宇顺电子,0.00
sz002290,禾盛新材,38.43
sz002291,星期六,15.67
sz002292,奥飞动漫,39.15
sz002293,罗莱家纺,18.69
sz002294,信立泰,29.56
sz002295,精艺股份,17.54
sz002296,辉煌科技,20.82
sz002297,博云新材,15.13
sz002298,鑫龙电器,19.25
sz002299,圣农发展,20.46
sz002300,太阳电缆,12.02
sz002301,齐心集团,25.60
sz002302,西部建设,19.19
sz002303,美盈森,0.00
sz002304,洋河股份,63.99
sz002305,南国置业,6.56
sz002306,*ST云网,0.00
sz002307,北新路桥,12.84
sz002308,威创股份,23.09
sz002309,中利科技,0.00
sz002310,东方园林,0.00
sz002311,海大集团,14.02
sz002312,三泰控股,31.73
sz002313,日海通讯,0.00
sz002314,南山控股,10.04
sz002315,焦点科技,104.00
sz002316,键桥通讯,22.42
sz002317,众生药业,13.97
sz002318,久立特材,16.77
sz002319,乐通股份,17.27
sz002320,海峡股份,0.00
sz002321,华英农业,11.61
sz002322,理工监测,25.20
sz002323,雅百特,0.00
sz002324,普利特,29.64
sz002325,洪涛股份,17.85
sz002326,永太科技,22.05
sz002327,富安娜,11.46
sz002328,新朋股份,11.89
sz002329,皇氏集团,23.88
sz002330,得利斯,16.87
sz002331,皖通科技,25.17
sz002332,仙琚制药,14.42
sz002333,罗普斯金,19.47
sz002334,英威腾,12.67
sz002335,科华恒盛,34.52
sz002336,人人乐,13.38
sz002337,赛象科技,11.35
sz002338,奥普光电,68.69
sz002339,积成电子,26.52
sz002340,格林美,15.63
sz002341,新纶科技,0.00
sz002342,巨力索具,7.70
sz002343,禾欣股份,68.63
sz002344,海宁皮城,15.90
sz002345,潮宏基,14.50
sz002346,柘中股份,17.19
sz002347,泰尔重工,21.22
sz002348,高乐股份,19.76
sz002349,精华制药,37.17
sz002350,北京科锐,19.24
sz002351,漫步者,28.05
sz002352,鼎泰新材,29.79
sz002353,杰瑞股份,28.11
sz002354,天神娱乐,102.15
sz002355,兴民钢圈,18.34
sz002356,浩宁达,31.80
sz002357,富临运业,16.68
sz002358,森源电气,20.14
sz002359,齐星铁塔,31.01
sz002360,同德化工,13.85
sz002361,神剑股份,19.46
sz002362,汉王科技,33.35
sz002363,隆基机械,20.50
sz002364,中恒电气,30.43
sz002365,永安药业,19.26
sz002366,台海核电,67.30
sz002367,康力电梯,19.19
sz002368,太极股份,0.00
sz002369,卓翼科技,15.16
sz002370,亚太药业,34.30
sz002371,七星电子,0.00
sz002372,伟星新材,18.32
sz002373,千方科技,51.28
sz002374,丽鹏股份,17.90
sz002375,亚厦股份,16.88
sz002376,新北洋,16.08
sz002377,国创高新,9.83
sz002378,章源钨业,11.96
sz002379,鲁丰环保,0.00
sz002380,科远股份,35.90
sz002381,双箭股份,18.77
sz002382,蓝帆医疗,31.00
sz002383,合众思壮,42.40
sz002384,东山精密,0.00
sz002385,大北农,13.06
sz002386,天原集团,7.13
sz002387,黑牛食品,18.03
sz002388,新亚制程,11.98
sz002389,南洋科技,20.53
sz002390,信邦制药,0.00
sz002391,长青股份,17.23
sz002392,北京利尔,9.00
sz002393,力生制药,47.75
sz002394,联发股份,15.14
sz002395,双象股份,23.17
sz002396,星网锐捷,23.39
sz002397,梦洁家纺,10.91
sz002398,建研集团,18.03
sz002399,海普瑞,31.98
sz002400,省广股份,25.40
sz002401,中海科技,0.00
sz002402,和而泰,23.41
sz002403,爱仕达,15.35
sz002404,嘉欣丝绸,10.35
sz002405,四维图新,43.91
sz002406,远东传动,10.05
sz002407,多氟多,60.50
sz002408,齐翔腾达,13.81
sz002409,雅克科技,0.00
sz002410,广联达,20.58
sz002411,九九久,17.08
sz002412,汉森制药,0.00
sz002413,雷科防务,54.57
sz002414,高德红外,30.35
sz002415,海康威视,35.89
sz002416,爱施德,19.30
sz002417,*ST元达,18.51
sz002418,康盛股份,0.00
sz002419,天虹商场,13.33
sz002420,毅昌股份,10.17
sz002421,达实智能,20.44
sz002422,科伦药业,17.53
sz002423,中原特钢,16.32
sz002424,贵州百灵,29.60
sz002425,凯撒股份,27.19
sz002426,胜利精密,24.68
sz002427,尤夫股份,18.91
sz002428,云南锗业,16.90
sz002429,兆驰股份,13.03
sz002430,杭氧股份,10.69
sz002431,棕榈园林,0.00
sz002432,九安医疗,31.27
sz002433,太安堂,16.25
sz002434,万里扬,23.05
sz002435,长江润发,0.00
sz002436,兴森科技,20.92
sz002437,誉衡药业,33.90
sz002438,江苏神通,23.33
sz002439,启明星辰,35.54
sz002440,闰土股份,18.79
sz002441,众业达,23.30
sz002442,龙星化工,12.86
sz002443,金洲管道,0.00
sz002444,巨星科技,18.50
sz002445,中南重工,27.60
sz002446,盛路通信,32.73
sz002447,壹桥海参,11.09
sz002448,中原内配,13.18
sz002449,国星光电,15.32
sz002450,康得新,34.68
sz002451,摩恩电气,14.07
sz002452,长高集团,0.00
sz002453,天马精化,0.00
sz002454,松芝股份,18.80
sz002455,百川股份,12.25
sz002456,欧菲光,28.98
sz002457,青龙管业,14.18
sz002458,益生股份,28.78
sz002459,天业通联,17.36
sz002460,赣锋锂业,47.83
sz002461,珠江啤酒,14.17
sz002462,嘉事堂,46.57
sz002463,沪电股份,6.56
